位置 (x, y, z), 角度 (θ1, θ2, θ3, θ4)
64.78, 177.99, 153.35, 70.00, -0.01, 8.04, 8.00
64.78, 177.99, 153.35, 70.00, 5.06, -8.04, 8.00
41.23, 49.14, 314.99, 50.00, 57.95, 36.68, 8.00
41.23, 49.14, 314.99, 50.00, 80.70, -36.68, 8.00
2.90, -7.97, 321.34, -70.01, 72.89, 46.86, 8.00
55.56, -32.07, 314.99, -29.99, 57.95, 36.67, 8.00
55.56, -32.07, 314.99, -29.99, 80.70, -36.67, 8.00
79.93, -138.45, 246.94, -60.00, 30.01, 7.98, 8.00
79.93, -138.45, 246.94, -60.00, 35.04, -7.98, 8.00
0.00, -41.24, 325.67, -90.00, 68.56, 27.46, 8.00
0.00, -41.24, 325.67, -90.00, 85.73, -27.46, 8.00
75.76, 43.74, 313.21, 30.00, 59.99, 8.02, 8.00
75.76, 43.74, 313.21, 30.00, 65.05, -8.02, 8.00
29.92, 82.20, 313.21, 70.00, 59.99, 8.04, 8.00
29.92, 82.20, 313.21, 70.00, 65.06, -8.04, 8.00
-0.00, -0.13, 300.71, -90.00, 67.99, 76.11, 8.00
21.36, 12.33, 332.99, 30.00, 80.00, 7.99, 8.00
21.36, 12.33, 332.99, 30.00, 85.05, -7.99, 8.00
173.93, -63.30, 186.12, -20.00, 10.01, 7.97, 8.00
173.93, -63.30, 186.12, -20.00, 15.04, -7.97, 8.00
65.74, 23.93, 278.29, 20.00, 39.06, 82.04, 8.00
65.74, 23.93, 278.29, 20.00, 85.56, -82.04, 8.00
8.41, 14.57, 332.21, 60.01, 79.18, 18.07, 8.00
172.48, -30.41, 217.63, -10.00, 20.01, 7.97, 8.00
172.48, -30.41, 217.63, -10.00, 25.04, -7.97, 8.00
20.62, -35.72, 325.67, -60.00, 68.56, 27.46, 8.00
20.62, -35.72, 325.67, -60.00, 85.73, -27.46, 8.00
57.28, -157.37, 162.81, -70.00, -11.85, 59.73, 8.00
57.28, -157.37, 162.81, -70.00, 23.99, -59.73, 8.00
151.67, -87.57, 217.63, -30.00, 19.99, 8.02, 8.00
151.67, -87.57, 217.63, -30.00, 25.05, -8.02, 8.00
49.31, 28.47, 325.85, 30.00, 70.00, 7.99, 8.00
49.31, 28.47, 325.85, 30.00, 75.04, -7.99, 8.00
32.89, -186.54, 153.35, -80.00, 0.00, 7.99, 8.00
32.89, -186.54, 153.35, -80.00, 5.04, -7.99, 8.00
0.00, 8.48, 321.34, 90.00, 72.89, 46.86, 8.00
55.04, -151.22, 237.58, -70.00, 21.64, 26.44, 8.00
55.04, -151.22, 237.58, -70.00, 38.19, -26.44, 8.00
48.95, -17.82, 296.16, -20.00, 50.19, 71.06, 8.00
56.94, 0.00, 325.85, 0.00, 70.01, 7.98, 8.00
56.94, 0.00, 325.85, 0.00, 75.04, -7.98, 8.00
92.54, 160.29, 186.12, 60.00, 10.00, 8.02, 8.00
92.54, 160.29, 186.12, 60.00, 15.06, -8.02, 8.00
87.84, 104.68, 189.42, 50.00, -6.67, 89.46, 8.00
87.84, 104.68, 189.42, 50.00, 42.69, -89.46, 8.00
16.57, 2.92, 332.21, 9.99, 79.18, 18.07, 8.00
0.00, 31.38, 310.66, 90.00, 61.43, 59.46, 8.00
121.01, -69.87, 273.15, -30.00, 40.00, 8.01, 8.00
121.01, -69.87, 273.15, -30.00, 45.05, -8.01, 8.00
20.36, 115.44, 261.92, 80.00, 25.97, 63.70, 8.00
20.36, 115.44, 261.92, 80.00, 63.89, -63.70, 8.00
132.40, 23.35, 214.60, 10.00, 4.32, 81.08, 8.00
132.40, 23.35, 214.60, 10.00, 50.42, -81.08, 8.00
0.00, 102.73, 282.62, 90.00, 36.67, 54.80, 8.00
0.00, 102.73, 282.62, 90.00, 69.85, -54.80, 8.00
74.15, -88.37, 295.47, -50.00, 50.00, 7.99, 8.00
74.15, -88.37, 295.47, -50.00, 55.04, -7.99, 8.00
136.65, 0.00, 189.42, 0.00, -6.67, 89.46, 8.00
136.65, 0.00, 189.42, 0.00, 42.69, -89.46, 8.00
145.03, -83.73, 162.81, -30.00, -11.85, 59.74, 8.00
145.03, -83.73, 162.81, -30.00, 23.99, -59.74, 8.00
-0.00, -168.21, 232.48, -90.00, 24.95, 8.02, 8.00
-0.00, -168.21, 232.48, -90.00, 30.01, -8.02, 8.00
59.90, 164.57, 217.63, 70.00, 19.99, 8.05, 8.00
59.90, 164.57, 217.63, 70.00, 25.06, -8.05, 8.00
46.74, 128.41, 189.42, 70.00, -6.67, 89.46, 8.00
46.74, 128.41, 189.42, 70.00, 42.69, -89.46, 8.00
167.09, -29.46, 187.99, -10.00, -0.89, 49.48, 8.00
167.09, -29.46, 187.99, -10.00, 29.32, -49.48, 8.00
12.89, 10.82, 332.21, 40.01, 79.18, 18.07, 8.00
88.37, 74.15, 295.47, 40.00, 50.00, 7.99, 8.00
88.37, 74.15, 295.47, 40.00, 55.04, -7.99, 8.00
128.41, -46.74, 189.42, -20.00, -6.67, 89.46, 8.00
128.41, -46.74, 189.42, -20.00, 42.69, -89.46, 8.00
59.90, -164.57, 217.63, -70.00, 19.99, 8.05, 8.00
59.90, -164.57, 217.63, -70.00, 25.06, -8.05, 8.00
15.19, 86.15, 313.21, 80.00, 59.99, 8.03, 8.00
15.19, 86.15, 313.21, 80.00, 65.06, -8.03, 8.00
147.96, -26.09, 260.49, -10.00, 34.73, 8.93, 8.00
147.96, -26.09, 260.49, -10.00, 40.37, -8.93, 8.00
-0.00, 29.44, 285.44, 90.00, 53.44, 89.67, 8.00
32.14, 182.28, 186.12, 80.00, 10.01, 7.96, 8.00
32.14, 182.28, 186.12, 80.00, 15.04, -7.96, 8.00
15.81, -5.76, 332.21, -20.02, 79.18, 18.07, 8.00
30.41, -172.48, 217.63, -80.00, 20.01, 7.97, 8.00
30.41, -172.48, 217.63, -80.00, 25.04, -7.97, 8.00
185.09, 0.00, 186.12, 0.00, 10.01, 7.97, 8.00
185.09, 0.00, 186.12, 0.00, 15.04, -7.97, 8.00
157.37, 57.28, 162.81, 20.00, -11.85, 59.73, 8.00
157.37, 57.28, 162.81, 20.00, 23.99, -59.73, 8.00
94.71, -164.04, 153.35, -60.00, 0.01, 7.98, 8.00
94.71, -164.04, 153.35, -60.00, 5.04, -7.98, 8.00
108.40, -39.45, 295.47, -20.00, 50.00, 8.00, 8.00
108.40, -39.45, 295.47, -20.00, 55.05, -8.00, 8.00
0.00, -150.24, 260.49, -90.00, 34.73, 8.95, 8.00
0.00, -150.24, 260.49, -90.00, 40.37, -8.95, 8.00
79.74, -29.02, 300.49, -20.00, 47.33, 45.79, 8.00
79.74, -29.02, 300.49, -20.00, 75.43, -45.79, 8.00
7.16, -40.62, 325.67, -80.00, 68.55, 27.46, 8.00
7.16, -40.62, 325.67, -80.00, 85.73, -27.46, 8.00
40.09, -110.15, 261.92, -70.00, 25.97, 63.71, 8.00
40.09, -110.15, 261.92, -70.00, 63.89, -63.71, 8.00
14.57, 8.41, 332.21, 29.99, 79.18, 18.07, 8.00
132.40, -23.35, 214.60, -10.00, 4.32, 81.08, 8.00
132.40, -23.35, 214.60, -10.00, 50.42, -81.08, 8.00
-0.00, 0.13, 300.71, 90.00, 67.99, 76.11, 8.00
39.45, -108.40, 295.47, -70.00, 50.00, 8.00, 8.00
39.45, -108.40, 295.47, -70.00, 55.05, -8.00, 8.00
96.53, 35.13, 282.62, 20.00, 36.67, 54.80, 8.00
96.53, 35.13, 282.62, 20.00, 69.85, -54.80, 8.00
10.82, -12.89, 332.21, -49.99, 79.18, 18.07, 8.00
12.89, -10.82, 332.21, -40.01, 79.18, 18.07, 8.00
0.00, 56.94, 325.85, 90.00, 70.01, 7.98, 8.00
0.00, 56.94, 325.85, 90.00, 75.04, -7.98, 8.00
75.35, -89.80, 261.92, -50.00, 25.97, 63.70, 8.00
75.35, -89.80, 261.92, -50.00, 63.88, -63.70, 8.00
29.02, 79.74, 300.49, 70.00, 47.33, 45.79, 8.00
29.02, 79.74, 300.49, 70.00, 75.43, -45.79, 8.00
47.79, 131.31, 273.15, 70.00, 40.00, 7.99, 8.00
47.79, 131.31, 273.15, 70.00, 45.04, -7.99, 8.00
115.44, -20.36, 261.92, -10.00, 25.97, 63.70, 8.00
115.44, -20.36, 261.92, -10.00, 63.89, -63.70, 8.00
40.62, 7.16, 325.67, 10.00, 68.55, 27.46, 8.00
40.62, 7.16, 325.67, 10.00, 85.73, -27.46, 8.00
26.09, -147.96, 260.49, -80.00, 34.73, 8.93, 8.00
26.09, -147.96, 260.49, -80.00, 40.37, -8.93, 8.00
118.34, 68.32, 189.42, 30.00, -6.67, 89.47, 8.00
118.34, 68.32, 189.42, 30.00, 42.69, -89.47, 8.00
-0.00, 155.67, 199.73, 90.00, 0.22, 64.45, 8.00
-0.00, 155.67, 199.73, 90.00, 38.52, -64.45, 8.00
43.62, -36.60, 325.85, -40.00, 70.01, 7.98, 8.00
43.62, -36.60, 325.85, -40.00, 75.04, -7.98, 8.00
0.00, -189.42, 153.35, -90.00, 0.01, 7.96, 8.00
0.00, -189.42, 153.35, -90.00, 5.04, -7.96, 8.00
29.46, -167.09, 187.99, -80.00, -0.89, 49.48, 8.00
29.46, -167.09, 187.99, -80.00, 29.32, -49.48, 8.00
0.00, -52.09, 296.16, -90.00, 50.19, 71.06, 8.00
0.00, 175.14, 217.63, 90.00, 20.01, 7.97, 8.00
0.00, 175.14, 217.63, 90.00, 25.04, -7.97, 8.00
10.73, -29.49, 310.66, -70.01, 61.43, 59.46, 8.00
60.59, 34.98, 278.29, 30.00, 39.06, 82.04, 8.00
60.59, 34.98, 278.29, 30.00, 85.55, -82.04, 8.00
15.19, -86.15, 313.21, -80.00, 59.99, 8.03, 8.00
15.19, -86.15, 313.21, -80.00, 65.06, -8.03, 8.00
0.00, 117.22, 261.92, 90.00, 25.97, 63.70, 8.00
0.00, 117.22, 261.92, 90.00, 63.89, -63.70, 8.00
146.94, -84.83, 187.99, -30.00, -0.89, 49.48, 8.00
146.94, -84.83, 187.99, -30.00, 29.32, -49.48, 8.00
14.11, 38.76, 325.67, 70.00, 68.55, 27.45, 8.00
14.11, 38.76, 325.67, 70.00, 85.72, -27.45, 8.00
-0.00, 8.35, 334.42, 90.00, 84.96, 7.96, 8.00
-0.00, 8.35, 334.42, 90.00, 89.99, -7.96, 8.00
17.84, -101.17, 282.62, -80.00, 36.67, 54.80, 8.00
17.84, -101.17, 282.62, -80.00, 69.85, -54.80, 8.00
164.57, -59.90, 217.63, -20.00, 19.99, 8.05, 8.00
164.57, -59.90, 217.63, -20.00, 25.06, -8.05, 8.00
17.82, -48.95, 296.16, -70.00, 50.19, 71.06, 8.00
101.52, 58.61, 261.92, 30.00, 25.97, 63.70, 8.00
101.52, 58.61, 261.92, 30.00, 63.88, -63.70, 8.00
43.74, 75.76, 313.21, 60.00, 59.99, 8.02, 8.00
43.74, 75.76, 313.21, 60.00, 65.05, -8.02, 8.00
101.52, -58.61, 261.92, -30.00, 25.97, 63.70, 8.00
101.52, -58.61, 261.92, -30.00, 63.88, -63.70, 8.00
8.44, 23.18, 332.99, 69.99, 80.00, 7.98, 8.00
8.44, 23.18, 332.99, 69.99, 85.04, -7.98, 8.00
24.29, 4.28, 332.99, 9.99, 80.00, 7.99, 8.00
24.29, 4.28, 332.99, 9.99, 85.05, -7.99, 8.00
4.28, 24.29, 332.99, 80.01, 80.00, 7.99, 8.00
4.28, 24.29, 332.99, 80.01, 85.05, -7.99, 8.00
42.43, 73.49, 300.49, 60.00, 47.33, 45.79, 8.00
42.43, 73.49, 300.49, 60.00, 75.43, -45.79, 8.00
167.47, 0.00, 213.17, 0.00, 10.20, 38.59, 8.00
167.47, 0.00, 213.17, 0.00, 34.09, -38.59, 8.00
79.93, 138.45, 246.94, 60.00, 30.01, 7.98, 8.00
79.93, 138.45, 246.94, 60.00, 35.04, -7.98, 8.00
52.09, 0.00, 296.16, 0.00, 50.19, 71.06, 8.00
42.43, -73.49, 300.49, -60.00, 47.33, 45.79, 8.00
42.43, -73.49, 300.49, -60.00, 75.43, -45.79, 8.00
33.48, -39.90, 296.16, -50.00, 50.20, 71.06, 8.00
0.00, -159.86, 246.94, -90.00, 29.99, 8.03, 8.00
0.00, -159.86, 246.94, -90.00, 35.06, -8.03, 8.00
7.16, 40.62, 325.67, 80.00, 68.55, 27.46, 8.00
7.16, 40.62, 325.67, 80.00, 85.73, -27.46, 8.00
7.97, -2.90, 321.34, -19.99, 72.89, 46.86, 8.00
53.59, 44.97, 278.29, 40.00, 39.06, 82.04, 8.00
53.59, 44.97, 278.29, 40.00, 85.56, -82.04, 8.00
51.39, 141.18, 260.49, 70.00, 34.73, 8.94, 8.00
51.39, 141.18, 260.49, 70.00, 40.37, -8.94, 8.00
110.15, -40.09, 261.92, -20.00, 25.97, 63.71, 8.00
110.15, -40.09, 261.92, -20.00, 63.89, -63.71, 8.00
58.61, 101.52, 261.92, 60.00, 25.97, 63.70, 8.00
58.61, 101.52, 261.92, 60.00, 63.88, -63.70, 8.00
24.67, 0.00, 332.99, 0.00, 80.01, 7.98, 8.00
24.67, 0.00, 332.99, 0.00, 85.04, -7.98, 8.00
118.34, -68.32, 189.42, -30.00, -6.67, 89.47, 8.00
118.34, -68.32, 189.42, -30.00, 42.69, -89.47, 8.00
26.04, 45.11, 296.16, 60.00, 50.20, 71.06, 8.00
110.77, -63.95, 239.01, -30.00, 15.19, 72.48, 8.00
110.77, -63.95, 239.01, -30.00, 57.44, -72.48, 8.00
51.30, -9.05, 296.16, -10.00, 50.19, 71.06, 8.00
0.00, 87.48, 313.21, 90.00, 59.99, 8.02, 8.00
0.00, 87.48, 313.21, 90.00, 65.05, -8.02, 8.00
109.06, -129.97, 187.99, -50.00, -0.89, 49.49, 8.00
109.06, -129.97, 187.99, -50.00, 29.32, -49.49, 8.00
65.74, -23.93, 278.29, -20.00, 39.06, 82.04, 8.00
65.74, -23.93, 278.29, -20.00, 85.56, -82.04, 8.00
103.44, 123.27, 237.58, 50.00, 21.63, 26.46, 8.00
103.44, 123.27, 237.58, 50.00, 38.19, -26.46, 8.00
63.18, -11.14, 314.99, -10.00, 57.95, 36.67, 8.00
63.18, -11.14, 314.99, -10.00, 80.70, -36.67, 8.00
113.61, 20.03, 295.47, 10.00, 50.01, 7.96, 8.00
113.61, 20.03, 295.47, 10.00, 55.04, -7.96, 8.00
75.12, 130.11, 260.49, 60.00, 34.72, 8.96, 8.00
75.12, 130.11, 260.49, 60.00, 40.38, -8.96, 8.00
158.48, -27.94, 237.58, -10.00, 21.64, 26.45, 8.00
158.48, -27.94, 237.58, -10.00, 38.19, -26.45, 8.00
131.31, -47.79, 273.15, -20.00, 40.00, 7.99, 8.00
131.31, -47.79, 273.15, -20.00, 45.04, -7.99, 8.00
53.50, -19.47, 325.85, -20.00, 70.00, 8.00, 8.00
53.50, -19.47, 325.85, -20.00, 75.05, -8.00, 8.00
-0.00, 102.97, 282.53, 90.00, 36.62, 54.69, 8.00
-0.00, 102.97, 282.53, 90.00, 69.73, -54.69, 8.00
32.14, -182.28, 186.12, -80.00, 10.01, 7.96, 8.00
32.14, -182.28, 186.12, -80.00, 15.04, -7.96, 8.00
88.96, 51.36, 282.62, 30.00, 36.67, 54.81, 8.00
88.96, 51.36, 282.62, 30.00, 69.85, -54.81, 8.00
46.74, -128.41, 189.42, -70.00, -6.67, 89.46, 8.00
46.74, -128.41, 189.42, -70.00, 42.69, -89.46, 8.00
120.19, 43.75, 239.01, 20.00, 15.19, 72.47, 8.00
120.19, 43.75, 239.01, 20.00, 57.44, -72.47, 8.00
20.17, 24.04, 310.66, 50.00, 61.43, 59.46, 8.00
-0.00, 78.56, 275.99, 90.00, 36.32, 79.55, 8.00
-0.00, 78.56, 275.99, 90.00, 81.77, -79.55, 8.00
128.29, -107.64, 213.17, -40.00, 10.20, 38.60, 8.00
128.29, -107.64, 213.17, -40.00, 34.10, -38.60, 8.00
4.24, 7.34, 321.34, 59.99, 72.89, 46.86, 8.00
68.90, 12.15, 278.29, 10.00, 39.06, 82.04, 8.00
68.90, 12.15, 278.29, 10.00, 85.55, -82.04, 8.00
27.94, -158.48, 237.58, -80.00, 21.64, 26.45, 8.00
27.94, -158.48, 237.58, -80.00, 38.19, -26.45, 8.00
0.00, 169.67, 187.99, 90.00, -0.89, 49.48, 8.00
0.00, 169.67, 187.99, 90.00, 29.32, -49.48, 8.00
134.45, 0.00, 214.60, 0.00, 4.32, 81.07, 8.00
134.45, 0.00, 214.60, 0.00, 50.42, -81.07, 8.00
0.00, -31.38, 310.66, -90.00, 61.43, 59.46, 8.00
130.11, 75.12, 260.49, 30.00, 34.72, 8.96, 8.00
130.11, 75.12, 260.49, 30.00, 40.38, -8.96, 8.00
139.36, 80.46, 237.58, 30.00, 21.63, 26.46, 8.00
139.36, 80.46, 237.58, 30.00, 38.19, -26.46, 8.00
12.15, 68.90, 278.29, 80.00, 39.06, 82.04, 8.00
12.15, 68.90, 278.29, 80.00, 85.55, -82.04, 8.00
78.69, 66.03, 282.62, 40.00, 36.67, 54.80, 8.00
78.69, 66.03, 282.62, 40.00, 69.85, -54.80, 8.00
99.90, 57.68, 295.47, 30.00, 50.00, 8.00, 8.00
99.90, 57.68, 295.47, 30.00, 55.05, -8.00, 8.00
0.00, -115.36, 295.47, -90.00, 50.01, 7.97, 8.00
0.00, -115.36, 295.47, -90.00, 55.04, -7.97, 8.00
122.46, -102.76, 246.94, -40.00, 30.00, 8.01, 8.00
122.46, -102.76, 246.94, -40.00, 35.05, -8.01, 8.00
-0.00, 101.94, 304.86, 90.00, 54.94, 8.03, 8.00
-0.00, 101.94, 304.86, 90.00, 60.01, -8.03, 8.00
-0.00, -189.42, 136.65, -90.00, -5.04, 7.96, 8.00
-0.00, -189.42, 136.65, -90.00, -0.01, -7.96, 8.00
83.73, -145.03, 162.81, -60.00, -11.85, 59.74, 8.00
83.73, -145.03, 162.81, -60.00, 23.99, -59.74, 8.00
-0.00, 23.04, 311.39, 90.00, 64.03, 60.35, 8.00
27.18, 15.69, 310.66, 30.00, 61.43, 59.45, 8.00
-0.00, 72.63, 320.14, 90.00, 64.96, 7.97, 8.00
-0.00, 72.63, 320.14, 90.00, 69.99, -7.97, 8.00
68.32, -118.34, 189.42, -60.00, -6.67, 89.47, 8.00
68.32, -118.34, 189.42, -60.00, 42.69, -89.47, 8.00
58.03, 159.44, 187.99, 70.00, -0.89, 49.47, 8.00
58.03, 159.44, 187.99, 70.00, 29.32, -49.47, 8.00
172.48, 30.41, 217.63, 10.00, 20.01, 7.97, 8.00
172.48, 30.41, 217.63, 10.00, 25.04, -7.97, 8.00
115.36, 0.00, 295.47, 0.00, 50.01, 7.97, 8.00
115.36, 0.00, 295.47, 0.00, 55.04, -7.97, 8.00
0.00, -160.92, 237.58, -90.00, 21.63, 26.46, 8.00
0.00, -160.92, 237.58, -90.00, 38.19, -26.46, 8.00
87.84, -104.68, 189.42, -50.00, -6.67, 89.46, 8.00
87.84, -104.68, 189.42, -50.00, 42.69, -89.46, 8.00
103.44, -123.27, 237.58, -50.00, 21.63, 26.46, 8.00
103.44, -123.27, 237.58, -50.00, 38.19, -26.46, 8.00
82.22, 97.98, 239.01, 50.00, 15.19, 72.47, 8.00
82.22, 97.98, 239.01, 50.00, 57.44, -72.47, 8.00
66.03, -78.69, 282.62, -50.00, 36.67, 54.80, 8.00
66.03, -78.69, 282.62, -50.00, 69.85, -54.80, 8.00
43.62, 36.60, 325.85, 40.00, 70.01, 7.98, 8.00
43.62, 36.60, 325.85, 40.00, 75.04, -7.98, 8.00
67.22, 116.43, 214.60, 60.00, 4.32, 81.08, 8.00
67.22, 116.43, 214.60, 60.00, 50.42, -81.08, 8.00
-0.00, 162.81, 167.47, 90.00, -11.52, 65.33, 8.00
-0.00, 162.81, 167.47, 90.00, 27.23, -65.33, 8.00
-0.00, -76.76, 302.66, -90.00, 49.09, 48.93, 8.00
-0.00, -76.76, 302.66, -90.00, 78.99, -48.93, 8.00
-0.00, 100.88, 251.61, 90.00, 22.51, 86.17, 8.00
-0.00, 100.88, 251.61, 90.00, 70.65, -86.17, 8.00
-0.00, -101.94, 304.86, -90.00, 54.94, 8.03, 8.00
-0.00, -101.94, 304.86, -90.00, 60.01, -8.03, 8.00
8.48, 0.00, 321.34, 0.00, 72.89, 46.86, 8.00
-0.00, -41.12, 330.09, -90.00, 74.96, 7.97, 8.00
-0.00, -41.12, 330.09, -90.00, 79.99, -7.97, 8.00
0.00, -136.65, 189.42, -90.00, -6.67, 89.46, 8.00
0.00, -136.65, 189.42, -90.00, 42.69, -89.46, 8.00
126.34, 45.98, 214.60, 20.00, 4.32, 81.08, 8.00
126.34, 45.98, 214.60, 20.00, 50.42, -81.08, 8.00
186.54, -32.89, 153.35, -10.00, 0.00, 7.99, 8.00
186.54, -32.89, 153.35, -10.00, 5.04, -7.99, 8.00
-0.00, 187.99, 169.67, 90.00, 4.96, 7.98, 8.00
-0.00, 187.99, 169.67, 90.00, 9.99, -7.98, 8.00
73.49, 42.43, 300.49, 30.00, 47.33, 45.79, 8.00
73.49, 42.43, 300.49, 30.00, 75.43, -45.79, 8.00
164.04, -94.71, 153.35, -30.00, 0.01, 7.98, 8.00
164.04, -94.71, 153.35, -30.00, 5.04, -7.98, 8.00
-0.00, 168.21, 232.48, 90.00, 24.95, 8.02, 8.00
-0.00, 168.21, 232.48, 90.00, 30.01, -8.02, 8.00
139.73, 0.00, 273.15, 0.00, 39.99, 8.03, 8.00
139.73, 0.00, 273.15, 0.00, 45.06, -8.03, 8.00
8.35, 1.47, 321.34, 9.98, 72.89, 46.86, 8.00
134.57, -23.73, 189.42, -10.00, -6.67, 89.47, 8.00
134.57, -23.73, 189.42, -10.00, 42.69, -89.47, 8.00
21.94, 60.28, 314.99, 70.00, 57.95, 36.68, 8.00
21.94, 60.28, 314.99, 70.00, 80.70, -36.68, 8.00
107.04, 89.82, 273.15, 40.00, 40.00, 8.01, 8.00
107.04, 89.82, 273.15, 40.00, 45.05, -8.01, 8.00
80.46, 139.36, 237.58, 60.00, 21.63, 26.46, 8.00
80.46, 139.36, 237.58, 60.00, 38.19, -26.46, 8.00
-0.00, -150.47, 260.36, -90.00, 34.96, 7.97, 8.00
-0.00, -150.47, 260.36, -90.00, 39.99, -7.97, 8.00
22.21, 125.96, 239.01, 80.00, 15.19, 72.48, 8.00
22.21, 125.96, 239.01, 80.00, 57.44, -72.48, 8.00
69.96, 0.00, 278.29, 0.00, 39.06, 82.04, 8.00
69.96, 0.00, 278.29, 0.00, 85.56, -82.04, 8.00
56.07, -9.89, 325.85, -10.00, 70.00, 7.99, 8.00
56.07, -9.89, 325.85, -10.00, 75.05, -7.99, 8.00
15.69, -27.18, 310.66, -60.00, 61.43, 59.45, 8.00
-0.00, -155.67, 199.73, -90.00, 0.22, 64.45, 8.00
-0.00, -155.67, 199.73, -90.00, 38.52, -64.45, 8.00
24.26, 137.61, 273.15, 80.00, 39.99, 8.02, 8.00
24.26, 137.61, 273.15, 80.00, 45.05, -8.02, 8.00
-0.00, 150.47, 260.36, 90.00, 34.96, 7.97, 8.00
-0.00, 150.47, 260.36, 90.00, 39.99, -7.97, 8.00
79.74, 29.02, 300.49, 20.00, 47.33, 45.79, 8.00
79.74, 29.02, 300.49, 20.00, 75.43, -45.79, 8.00
87.48, 0.00, 313.21, 0.00, 59.99, 8.02, 8.00
87.48, 0.00, 313.21, 0.00, 65.05, -8.02, 8.00
51.36, -88.96, 282.62, -60.00, 36.67, 54.81, 8.00
51.36, -88.96, 282.62, -60.00, 69.85, -54.81, 8.00
-0.00, -102.97, 282.53, -90.00, 36.62, 54.69, 8.00
-0.00, -102.97, 282.53, -90.00, 69.73, -54.69, 8.00
128.29, 107.64, 162.81, 40.00, -11.85, 59.74, 8.00
128.29, 107.64, 162.81, 40.00, 23.99, -59.74, 8.00
20.03, -113.61, 295.47, -80.00, 50.01, 7.96, 8.00
20.03, -113.61, 295.47, -80.00, 55.04, -7.96, 8.00
5.45, 6.49, 321.34, 49.98, 72.89, 46.86, 8.00
51.36, 88.96, 282.62, 60.00, 36.67, 54.81, 8.00
51.36, 88.96, 282.62, 60.00, 69.85, -54.81, 8.00
30.91, 5.45, 310.66, 10.00, 61.42, 59.45, 8.00
0.00, -167.47, 162.81, -90.00, -11.85, 59.73, 8.00
0.00, -167.47, 162.81, -90.00, 23.99, -59.73, 8.00
0.00, 150.24, 260.49, 90.00, 34.73, 8.95, 8.00
0.00, 150.24, 260.49, 90.00, 40.37, -8.95, 8.00
36.60, 43.62, 325.85, 50.00, 70.01, 7.98, 8.00
36.60, 43.62, 325.85, 50.00, 75.04, -7.98, 8.00
128.29, -107.64, 162.81, -40.00, -11.85, 59.74, 8.00
128.29, -107.64, 162.81, -40.00, 23.99, -59.74, 8.00
63.30, 173.93, 186.12, 70.00, 10.01, 7.97, 8.00
63.30, 173.93, 186.12, 70.00, 15.04, -7.97, 8.00
83.56, 14.73, 300.49, 10.00, 47.33, 45.80, 8.00
83.56, 14.73, 300.49, 10.00, 75.43, -45.80, 8.00
38.76, -14.11, 325.67, -20.00, 68.55, 27.45, 8.00
38.76, -14.11, 325.67, -20.00, 85.72, -27.45, 8.00
7.97, 2.90, 321.34, 19.99, 72.89, 46.86, 8.00
27.76, 157.44, 246.94, 80.00, 30.01, 7.96, 8.00
27.76, 157.44, 246.94, 80.00, 35.03, -7.96, 8.00
127.91, 0.00, 239.01, 0.00, 15.19, 72.47, 8.00
127.91, 0.00, 239.01, 0.00, 57.44, -72.47, 8.00
15.86, -18.90, 332.99, -50.00, 80.01, 7.98, 8.00
15.86, -18.90, 332.99, -50.00, 85.04, -7.98, 8.00
57.28, -157.37, 213.17, -70.00, 10.20, 38.59, 8.00
57.28, -157.37, 213.17, -70.00, 34.09, -38.59, 8.00
-0.00, 41.12, 330.09, 90.00, 74.96, 7.97, 8.00
-0.00, 41.12, 330.09, 90.00, 79.99, -7.97, 8.00
21.94, -60.28, 314.99, -70.00, 57.95, 36.68, 8.00
21.94, -60.28, 314.99, -70.00, 80.70, -36.68, 8.00
86.15, 15.19, 313.21, 10.00, 59.99, 8.03, 8.00
86.15, 15.19, 313.21, 10.00, 65.06, -8.03, 8.00
39.90, 33.48, 296.16, 40.00, 50.20, 71.06, 8.00
22.21, -125.96, 239.01, -80.00, 15.19, 72.48, 8.00
22.21, -125.96, 239.01, -80.00, 57.44, -72.48, 8.00
48.95, 17.82, 296.16, 20.00, 50.19, 71.06, 8.00
23.18, -8.44, 332.99, -20.01, 80.00, 7.98, 8.00
23.18, -8.44, 332.99, -20.01, 85.04, -7.98, 8.00
30.91, -5.45, 310.66, -10.00, 61.42, 59.45, 8.00
39.90, -33.48, 296.16, -40.00, 50.20, 71.06, 8.00
-0.00, -125.29, 258.15, -90.00, 24.32, 59.15, 8.00
-0.00, -125.29, 258.15, -90.00, 59.85, -59.15, 8.00
75.35, 89.80, 261.92, 50.00, 25.97, 63.70, 8.00
75.35, 89.80, 261.92, 50.00, 63.88, -63.70, 8.00
82.22, -97.98, 239.01, -50.00, 15.19, 72.47, 8.00
82.22, -97.98, 239.01, -50.00, 57.44, -72.47, 8.00
63.95, -110.77, 239.01, -60.00, 15.19, 72.48, 8.00
63.95, -110.77, 239.01, -60.00, 57.44, -72.48, 8.00
160.29, -92.54, 186.12, -30.00, 10.00, 8.02, 8.00
160.29, -92.54, 186.12, -30.00, 15.06, -8.02, 8.00
-0.00, -8.35, 334.42, -90.00, 84.96, 7.96, 8.00
-0.00, -8.35, 334.42, -90.00, 89.99, -7.96, 8.00
0.00, -8.48, 321.34, -90.00, 72.89, 46.86, 8.00
151.67, 87.57, 217.63, 30.00, 19.99, 8.02, 8.00
